pnu,landuse,stdg_addr,ldcg_cd,fl_nm,fl_ar,updt_ymd
4159041022102410001,paddy,경기도 화성시 정남면 괘랑리,답,논,1629.88154066,
4159041022102400002,paddy,경기도 화성시 정남면 괘랑리,답,논,1544.78215295,
4159041022102380002,paddy,경기도 화성시 정남면 괘랑리,답,논,2951.52776154,
4159041022102380001,paddy,경기도 화성시 정남면 괘랑리,답,논,2707.47419346,2021-12-30
4159041022102370011,paddy,경기도 화성시 정남면 괘랑리,답,밭,309.726719622,2021-12-30
4159041022102360005,paddy,경기도 화성시 정남면 괘랑리,답,밭,1253.91624977,2021-12-30
4159041022102330001,paddy,경기도 화성시 정남면 괘랑리,답,밭,1012.82143045,
4159041022102320007,paddy,경기도 화성시 정남면 괘랑리,답,밭,526.248627176,
4159041022102320004,paddy,경기도 화성시 정남면 괘랑리,답,비경지,159.570827627,
4159041022102320003,paddy,경기도 화성시 정남면 괘랑리,답,과수,4024.61672106,2021-12-30
4159041022102310002,paddy,경기도 화성시 정남면 괘랑리,답,논,2709.40076877,
4159041022102310001,paddy,경기도 화성시 정남면 괘랑리,답,과수,5582.01541006,2021-12-30
4159041022102300001,paddy,경기도 화성시 정남면 괘랑리,답,논,2920.87529363,
4159041022102290001,paddy,경기도 화성시 정남면 괘랑리,답,밭,294.123639308,
4159041022102280004,paddy,경기도 화성시 정남면 괘랑리,답,논,2725.28556021,
4159041022102280002,paddy,경기도 화성시 정남면 괘랑리,답,밭,1800.11978345,2021-12-30
4159041022102270003,paddy,경기도 화성시 정남면 괘랑리,답,논,3594.29128753,
4159041022102250002,paddy,경기도 화성시 정남면 괘랑리,답,논,2563.97552337,
4159041022102250001,paddy,경기도 화성시 정남면 괘랑리,답,논,3933.14254205,
4159041022102240003,paddy,경기도 화성시 정남면 괘랑리,답,논,2489.54471552,
4159041022102240001,paddy,경기도 화성시 정남면 괘랑리,답,논,5504.56158401,
4159041022102230001,paddy,경기도 화성시 정남면 괘랑리,답,논,2042.62733768,
4137011500102910000,paddy,경기도 오산시 서랑동,답,논,4811.08889754,
4137011500102940000,paddy,경기도 오산시 서랑동,답,논,1373.52019365,
4137011500102920000,paddy,경기도 오산시 서랑동,답,밭,3772.70276816,2021-12-30
4137011500102110004,field,경기도 오산시 서랑동,전,밭,212.715547546,
4137011500102930000,paddy,경기도 오산시 서랑동,답,논,5450.5662037,2021-12-30
4137011500102890004,paddy,경기도 오산시 서랑동,천,밭,136.84332651,
4159041022102010002,paddy,경기도 화성시 정남면 괘랑리,답,밭,1295.40709882,2024-12-31
4159041022103150000,paddy,경기도 화성시 정남면 괘랑리,답,밭,1823.77912427,2024-12-31
4159041022103050001,field,경기도 화성시 정남면 괘랑리,전,밭,605.895213949,2024-12-31
4159041022102150003,paddy,경기도 화성시 정남면 괘랑리,답,시설,1733.15678216,2024-12-31
4159041022102010001,paddy,경기도 화성시 정남면 괘랑리,답,과수,1622.10348683,2024-12-31
4159041022101880002,paddy,경기도 화성시 정남면 괘랑리,답,밭,1554.33089425,2024-12-31
4159041022101810002,paddy,경기도 화성시 정남면 괘랑리,답,논,2062.63760293,2024-12-31
4159041022101560005,field,경기도 화성시 정남면 괘랑리,전,시설,155.376753003,
4159041022111960000,field,경기도 화성시 정남면 괘랑리,구,밭,329.687329627,2024-12-31
4159041022101950001,paddy,경기도 화성시 정남면 괘랑리,답,밭,503.055466106,2024-12-31
4159041022104060000,paddy,경기도 화성시 정남면 괘랑리,답,밭,5164.28820563,2024-12-31
4159041022103180001,field,경기도 화성시 정남면 괘랑리,전,밭,638.937844371,2024-12-31
4159041022103050018,field,경기도 화성시 정남면 괘랑리,전,밭,148.141226763,2024-12-31
4159041022101560015,field,경기도 화성시 정남면 괘랑리,전,밭,2288.56301629,2024-12-31
4159041022103190006,paddy,경기도 화성시 정남면 괘랑리,답,밭,213.816178915,2024-12-31
4159041022100970001,paddy,경기도 화성시 정남면 괘랑리,답,시설,1277.61495922,
4159041022102010003,paddy,경기도 화성시 정남면 괘랑리,답,밭,412.785480096,2022-12-30
4159041022102000005,paddy,경기도 화성시 정남면 괘랑리,답,밭,1435.4849657,2022-12-30
4159041022101970002,paddy,경기도 화성시 정남면 괘랑리,답,논,2127.22368964,2022-12-30
4159041022101960006,paddy,경기도 화성시 정남면 괘랑리,답,논,2496.87268471,2022-12-30
4159041022101590000,field,경기도 화성시 정남면 괘랑리,전,밭,4237.18311141,2022-12-30
4159041022100880000,field,경기도 화성시 정남면 괘랑리,전,밭,410.793887225,2022-12-30
4159041022103250000,paddy,경기도 화성시 정남면 괘랑리,답,비경지,160.641370397,
4159041022101970006,paddy,경기도 화성시 정남면 괘랑리,답,밭,1997.98598337,2022-12-30
4159041022101970005,paddy,경기도 화성시 정남면 괘랑리,답,밭,2415.92127457,2022-12-30
4159041022102100003,paddy,경기도 화성시 정남면 괘랑리,답,논,2550.74973563,
4159041022111900004,field,경기도 화성시 정남면 괘랑리,전,밭,1625.77382799,2021-12-30
4159041022104800014,field,경기도 화성시 정남면 괘랑리,전,밭,481.176511551,
4159041022104720001,paddy,경기도 화성시 정남면 괘랑리,답,밭,812.76215203,
4159041022104710003,paddy,경기도 화성시 정남면 괘랑리,대,밭,735.967720813,
4159041022104680000,paddy,경기도 화성시 정남면 괘랑리,답,논,3382.42516201,
4159041022103260000,paddy,경기도 화성시 정남면 괘랑리,장,밭,650.257806041,
4159041022103240000,paddy,경기도 화성시 정남면 괘랑리,답,밭,194.663330632,
4159041022103200001,paddy,경기도 화성시 정남면 괘랑리,답,밭,515.213097608,
4159041022103170000,paddy,경기도 화성시 정남면 괘랑리,답,논,2643.64638337,
4159041022103120006,field,경기도 화성시 정남면 괘랑리,전,밭,226.32802803,
4159041022102120003,paddy,경기도 화성시 정남면 괘랑리,답,논,3494.64914759,
4159041022102180005,paddy,경기도 화성시 정남면 괘랑리,답,논,1142.60830942,
4159041022102180004,paddy,경기도 화성시 정남면 괘랑리,답,논,4040.06451487,
4159041022102180002,paddy,경기도 화성시 정남면 괘랑리,답,논,2205.81845093,
4159041022102170004,paddy,경기도 화성시 정남면 괘랑리,답,논,2421.43841004,
4159041022102170003,paddy,경기도 화성시 정남면 괘랑리,답,논,3197.05726211,
4159041022102170001,paddy,경기도 화성시 정남면 괘랑리,답,논,2756.91128051,
4159041022102160002,paddy,경기도 화성시 정남면 괘랑리,답,논,3320.82017483,
4159041022102150002,paddy,경기도 화성시 정남면 괘랑리,답,논,1976.32814472,
4159041022102140003,paddy,경기도 화성시 정남면 괘랑리,답,논,2515.64459692,
4159041022102140002,paddy,경기도 화성시 정남면 괘랑리,답,논,1377.20101883,
4159041022102130006,paddy,경기도 화성시 정남면 괘랑리,답,논,2259.48373017,
4159041022102130005,paddy,경기도 화성시 정남면 괘랑리,답,논,1931.6141572,
4159041022102130003,paddy,경기도 화성시 정남면 괘랑리,답,논,2558.18028644,
4159041022102120001,paddy,경기도 화성시 정남면 괘랑리,답,밭,375.654816852,
4159041022102100002,paddy,경기도 화성시 정남면 괘랑리,답,논,2152.05761748,
4159041022102100001,paddy,경기도 화성시 정남면 괘랑리,답,논,2515.20289817,2021-12-30
4159041022102080002,paddy,경기도 화성시 정남면 괘랑리,답,논,2203.09991627,
4159041022102070004,paddy,경기도 화성시 정남면 괘랑리,답,논,1673.91486638,
4159041022102070003,paddy,경기도 화성시 정남면 괘랑리,답,논,663.937334469,
4159041022102070002,paddy,경기도 화성시 정남면 괘랑리,답,논,1917.28627501,
4159041022102070001,paddy,경기도 화성시 정남면 괘랑리,답,논,3336.64181541,
4159041022102060002,paddy,경기도 화성시 정남면 괘랑리,답,논,2444.76812847,
4159041022102060001,paddy,경기도 화성시 정남면 괘랑리,답,논,3293.3437212,
4159041022102050004,paddy,경기도 화성시 정남면 괘랑리,답,논,3281.78914712,
4159041022102050003,paddy,경기도 화성시 정남면 괘랑리,답,논,1387.02419396,
4159041022102050001,paddy,경기도 화성시 정남면 괘랑리,답,논,3174.52330096,
4159041022102040004,paddy,경기도 화성시 정남면 괘랑리,답,논,2253.22848535,2021-12-30
4159041022102040002,paddy,경기도 화성시 정남면 괘랑리,답,논,2013.72076673,2021-12-30
4159041022102040001,paddy,경기도 화성시 정남면 괘랑리,답,논,2958.04854214,
4159041022102000004,paddy,경기도 화성시 정남면 괘랑리,답,논,2310.18100547,
4159041022102000001,paddy,경기도 화성시 정남면 괘랑리,답,논,3183.76055514,
4159041022101980002,paddy,경기도 화성시 정남면 괘랑리,답,논,2807.89830828,
4159041022101980001,paddy,경기도 화성시 정남면 괘랑리,답,논,1702.99914446,
4159041022101960005,paddy,경기도 화성시 정남면 괘랑리,답,논,1889.83628358,2021-12-30
4159041022101960003,paddy,경기도 화성시 정남면 괘랑리,답,논,1436.4958938,
4159041022101960002,paddy,경기도 화성시 정남면 괘랑리,답,논,2775.14017709,2021-12-30
4159041022101950004,paddy,경기도 화성시 정남면 괘랑리,답,논,1014.11669857,
4159041022101950003,paddy,경기도 화성시 정남면 괘랑리,답,논,1665.07261779,
4159041022101820003,paddy,경기도 화성시 정남면 괘랑리,답,밭,125.160993745,2021-12-30
4159041022101800003,paddy,경기도 화성시 정남면 괘랑리,답,논,2485.48080449,
4159041022101800002,paddy,경기도 화성시 정남면 괘랑리,답,논,2733.75379854,
4159041022101800001,paddy,경기도 화성시 정남면 괘랑리,답,논,2521.96466606,
4159041022101540010,field,경기도 화성시 정남면 괘랑리,전,밭,328.514658311,2021-12-30
4159041022101510000,field,경기도 화성시 정남면 괘랑리,전,밭,624.044851357,2021-12-30
4159041022100980006,paddy,경기도 화성시 정남면 괘랑리,답,논,2379.26951391,
4159041022100980004,paddy,경기도 화성시 정남면 괘랑리,답,논,3919.59750388,
4159041022100980003,paddy,경기도 화성시 정남면 괘랑리,답,논,7576.08183822,
4159041022100980002,paddy,경기도 화성시 정남면 괘랑리,답,비경지,84.3057204285,
4159041022100970005,paddy,경기도 화성시 정남면 괘랑리,답,논,4513.20307381,
4159041022100970003,paddy,경기도 화성시 정남면 괘랑리,답,논,1812.24468448,2021-12-30
4159041022100950003,paddy,경기도 화성시 정남면 괘랑리,답,논,3452.30366355,
4159041022100950002,paddy,경기도 화성시 정남면 괘랑리,답,논,1798.10056544,
4159041022100950001,paddy,경기도 화성시 정남면 괘랑리,답,논,663.102974593,
4137011500101860000,paddy,경기도 오산시 서랑동,답,과수,817.297512877,2021-12-30
4137011500101890000,field,경기도 오산시 서랑동,전,시설,170.96654188,
4137011500101880000,field,경기도 오산시 서랑동,전,밭,950.601130494,2023-10-26
4137011500101830003,field,경기도 오산시 서랑동,전,시설,47.6535342253,2021-12-30
4137011500102000005,field,경기도 오산시 서랑동,전,밭,334.860155407,2023-10-26
4137011500102000012,field,경기도 오산시 서랑동,전,밭,544.178732714,2023-10-26
4137011500101940001,field,경기도 오산시 서랑동,전,밭,166.604656142,2023-10-26
4137011500101980002,field,경기도 오산시 서랑동,전,밭,2427.36604756,2023-10-26
4137011500101940002,field,경기도 오산시 서랑동,전,밭,81.1561255825,2023-10-26
4137011500101980003,paddy,경기도 오산시 서랑동,답,밭,112.977261193,2023-10-26
4137011500102000000,paddy,경기도 오산시 서랑동,답,밭,1508.20944989,2023-10-26
4137011500102000001,field,경기도 오산시 서랑동,전,밭,151.09757106,2023-10-26
4137011200106490036,paddy,경기도 오산시 양산동,답,밭,383.93708461,2023-10-26
4137011200106490037,paddy,경기도 오산시 양산동,답,밭,612.870897653,2023-10-26
4137011200106090002,paddy,경기도 오산시 양산동,답,논,1709.41733247,
4137011200105330005,paddy,경기도 오산시 양산동,답,밭,4698.98806175,2023-10-26
4137011200105330002,paddy,경기도 오산시 양산동,답,밭,4490.50736184,2023-10-26
4137011200105330001,field,경기도 오산시 양산동,전,밭,3575.54181003,2023-10-26
4137011200105320016,field,경기도 오산시 양산동,전,밭,4538.57003498,2023-10-26
4137011500101900000,paddy,경기도 오산시 서랑동,답,밭,414.821213505,2021-12-30
4137011500101870006,field,경기도 오산시 서랑동,전,밭,515.827953759,2023-10-26
4137011500101890001,field,경기도 오산시 서랑동,전,논,368.107783029,
4137011500101860001,paddy,경기도 오산시 서랑동,답,밭,669.222481743,2023-10-26
4137011500102030002,field,경기도 오산시 서랑동,전,시설,88.1482524598,
4137011500101830005,field,경기도 오산시 서랑동,전,밭,765.954217969,
4137011500101940000,paddy,경기도 오산시 서랑동,답,논,893.224350376,
4137011500101950001,field,경기도 오산시 서랑동,전,밭,266.536636374,2021-12-30
4137011500101840000,field,경기도 오산시 서랑동,전,밭,364.13170884,2021-12-30
4137011500101830001,field,경기도 오산시 서랑동,전,밭,666.614588188,
4137011500101830002,field,경기도 오산시 서랑동,전,밭,1375.66504096,
4137011500101830004,field,경기도 오산시 서랑동,전,밭,376.982584836,2021-12-30
4137011500101820002,field,경기도 오산시 서랑동,전,밭,670.86536126,
4137011500102030000,field,경기도 오산시 서랑동,전,밭,1694.68114548,2021-12-30
4137011500102000004,field,경기도 오산시 서랑동,전,밭,352.44885296,
4137011500101920000,paddy,경기도 오산시 서랑동,답,밭,690.562538253,
4137011500101940004,paddy,경기도 오산시 서랑동,답,논,1496.34977869,
4137011500101960000,field,경기도 오산시 서랑동,전,밭,1919.77224012,2021-12-30
4137011500101950007,field,경기도 오산시 서랑동,전,밭,271.635633629,
4137011500101950002,field,경기도 오산시 서랑동,전,밭,115.332378051,
4137011500101970001,field,경기도 오산시 서랑동,전,밭,1656.52212202,2021-12-30
4137011500102890001,field,경기도 오산시 서랑동,전,밭,2347.82767178,2021-12-30
4137011500102000007,paddy,경기도 오산시 서랑동,답,논,453.311917949,
4137011500102000011,paddy,경기도 오산시 서랑동,답,논,1670.94220012,
4137011500102000003,paddy,경기도 오산시 서랑동,답,논,227.52555567,
4137011200106010000,paddy,경기도 오산시 양산동,답,논,7261.17788217,2021-12-30
4137011200106070003,paddy,경기도 오산시 양산동,답,밭,709.636966246,2021-12-30
4137011200106080003,field,경기도 오산시 양산동,대,밭,1168.50985126,
4137011200106060003,paddy,경기도 오산시 양산동,답,논,2679.78589323,2021-12-30
4137011200106100000,paddy,경기도 오산시 양산동,답,논,1318.77228173,
4137011200106090004,paddy,경기도 오산시 양산동,답,논,212.264421884,
4137011200105330006,paddy,경기도 오산시 양산동,답,논,2446.93774254,
4137011200105320001,paddy,경기도 오산시 양산동,답,밭,1537.58575169,2021-12-30
4137011200105320002,paddy,경기도 오산시 양산동,답,논,3465.90175482,2021-12-30
4137011200105320004,paddy,경기도 오산시 양산동,답,밭,1575.0093963,
4137011200106090001,paddy,경기도 오산시 양산동,답,논,5086.05673143,
4137011500101880002,field,경기도 오산시 서랑동,전,밭,501.663589131,2021-12-30
4137011200106080004,field,경기도 오산시 양산동,전,밭,740.689106214,
4137011500101950004,field,경기도 오산시 서랑동,전,밭,1880.85324198,2021-12-30
4137011500101950003,field,경기도 오산시 서랑동,전,시설,185.903858594,
4137011500101930000,field,경기도 오산시 서랑동,전,논,1418.90118819,
4137011500101950005,field,경기도 오산시 서랑동,전,밭,369.615504912,2021-12-30
4137011500101880001,field,경기도 오산시 서랑동,전,시설,104.882509733,2021-12-30
4137011500101870000,field,경기도 오산시 서랑동,전,밭,551.356994938,2021-12-30
4137011500101870001,field,경기도 오산시 서랑동,전,밭,1182.82101373,2021-12-30
4137011500101800000,field,경기도 오산시 서랑동,대,밭,509.291059587,2021-12-30
4137011500102890003,paddy,경기도 오산시 서랑동,천,밭,697.107503909,2021-12-30
4137011500102890002,field,경기도 오산시 서랑동,천,밭,529.251748255,2021-12-30
4137011500101850000,field,경기도 오산시 서랑동,전,밭,1434.19959348,2021-12-30
4159041022100780000,paddy,경기도 화성시 정남면 괘랑리,답,밭,481.532544272,2024-12-31
4159041022101160001,field,경기도 화성시 정남면 괘랑리,전,밭,251.866040983,
4159026222108990000,field,경기도 화성시 남양읍 신남리,전,시설,63.1973289092,
4159026222108910003,paddy,경기도 화성시 남양읍 신남리,답,밭,579.002409775,2024-12-31
4159026222109060006,paddy,경기도 화성시 남양읍 신남리,답,시설,110.083690177,
4159026222108980000,field,경기도 화성시 남양읍 신남리,전,논,1435.12673777,
4159026222108930006,field,경기도 화성시 남양읍 신남리,전,밭,2354.07799121,2021-12-30
4159026222108930002,field,경기도 화성시 남양읍 신남리,전,밭,634.025889008,2021-12-30
4159026222108910007,field,경기도 화성시 남양읍 신남리,전,밭,1116.4040869,
4159026222108910005,paddy,경기도 화성시 남양읍 신남리,답,논,1096.86794991,
4159026222108910004,paddy,경기도 화성시 남양읍 신남리,답,밭,533.742542389,2021-12-30
4159026222108820027,field,경기도 화성시 남양읍 신남리,전,밭,186.111116043,2021-12-30
4159026222108820025,field,경기도 화성시 남양읍 신남리,전,논,1660.50818373,2021-12-30
4159026221109570003,paddy,경기도 화성시 남양읍 남양리,답,밭,2727.22903666,2024-12-31
4159033024101390035,field,경기도 화성시 마도면 쌍송리,전,밭,431.507481142,2024-12-31
4159033024101390029,paddy,경기도 화성시 마도면 쌍송리,답,밭,868.847456203,2024-12-31
4159033024101390020,paddy,경기도 화성시 마도면 쌍송리,답,밭,1868.70205144,2024-12-31
4159033024101390005,field,경기도 화성시 마도면 쌍송리,전,밭,1321.13278023,2024-12-31
4159033024101390001,paddy,경기도 화성시 마도면 쌍송리,답,논,2390.38959415,2024-12-31
4159033024101300002,paddy,경기도 화성시 마도면 쌍송리,답,비경지,6.40094198186,2024-12-31
4159033024101300001,field,경기도 화성시 마도면 쌍송리,전,밭,955.001621518,2024-12-31
4159026221109580001,paddy,경기도 화성시 남양읍 남양리,답,시설,54.7456088847,
4159026221109440010,paddy,경기도 화성시 남양읍 남양리,답,논,4122.36401061,2024-12-31
4159033024101390015,paddy,경기도 화성시 마도면 쌍송리,답,밭,1929.13316842,2024-12-31
4159033024101390031,field,경기도 화성시 마도면 쌍송리,제,비경지,35.6740930291,2024-12-31
4159026221109570007,paddy,경기도 화성시 남양읍 남양리,답,밭,3629.60947014,2022-12-30
4159033024101390008,paddy,경기도 화성시 마도면 쌍송리,답,논,1962.67568048,
4159033024101390014,paddy,경기도 화성시 마도면 쌍송리,답,논,2007.97248229,
4159033024101390073,paddy,경기도 화성시 마도면 쌍송리,답,밭,1038.05760208,
4159033024101390043,paddy,경기도 화성시 마도면 쌍송리,도,시설,213.048216165,
4159033024101390032,paddy,경기도 화성시 마도면 쌍송리,답,밭,1759.66892654,
4159033024101390028,paddy,경기도 화성시 마도면 쌍송리,답,논,2870.37734458,
4159033024101390027,paddy,경기도 화성시 마도면 쌍송리,답,논,2051.63247914,
4159033024101390026,paddy,경기도 화성시 마도면 쌍송리,답,밭,1461.8938131,
4159033024101390024,paddy,경기도 화성시 마도면 쌍송리,답,논,2024.55462588,
4159033024101390023,paddy,경기도 화성시 마도면 쌍송리,답,논,2114.82386828,
4159033024101390022,paddy,경기도 화성시 마도면 쌍송리,답,논,2052.84095493,
4159033024101390021,paddy,경기도 화성시 마도면 쌍송리,답,밭,1427.41726002,
4159033024101390019,paddy,경기도 화성시 마도면 쌍송리,답,논,2378.44720945,
4159033024101390018,paddy,경기도 화성시 마도면 쌍송리,답,논,2074.72294556,
4159033024101390017,paddy,경기도 화성시 마도면 쌍송리,답,논,2017.42817298,
4159033024101390013,paddy,경기도 화성시 마도면 쌍송리,답,논,2025.56832196,
4159033024101390012,paddy,경기도 화성시 마도면 쌍송리,답,논,1978.99111604,
4159033024101390011,paddy,경기도 화성시 마도면 쌍송리,답,논,3866.73563748,
4159033024101390009,paddy,경기도 화성시 마도면 쌍송리,답,논,2315.46941752,
4159033024101390007,paddy,경기도 화성시 마도면 쌍송리,답,논,1829.25732853,
4159033024101390004,paddy,경기도 화성시 마도면 쌍송리,답,밭,1332.53126273,
4159033024101340005,paddy,경기도 화성시 마도면 쌍송리,답,밭,633.676608838,
4159033024101340004,paddy,경기도 화성시 마도면 쌍송리,답,논,1714.51605881,
4159033024101310000,paddy,경기도 화성시 마도면 쌍송리,답,논,624.877098606,
4159026221119250002,paddy,경기도 화성시 남양읍 남양리,천,과수,933.999928761,2021-12-30
4159026221110700004,paddy,경기도 화성시 남양읍 남양리,답,밭,655.874658013,
4159026221110700009,paddy,경기도 화성시 남양읍 남양리,답,논,275.832610225,2021-12-30
4159026221109510000,paddy,경기도 화성시 남양읍 남양리,답,논,1180.09584346,
4159026221109670024,paddy,경기도 화성시 남양읍 남양리,답,논,2363.2465009,
4159026221109620000,paddy,경기도 화성시 남양읍 남양리,답,논,2571.4008832,
4159026221109600000,paddy,경기도 화성시 남양읍 남양리,답,논,3532.96502463,
4159026221109580000,paddy,경기도 화성시 남양읍 남양리,답,밭,2227.30922069,
4159026221109570001,paddy,경기도 화성시 남양읍 남양리,답,논,2064.04272595,
4159026221109570000,paddy,경기도 화성시 남양읍 남양리,답,논,1031.27884233,
4159026221109560000,paddy,경기도 화성시 남양읍 남양리,답,논,2687.50890341,
4159026221109540000,paddy,경기도 화성시 남양읍 남양리,답,밭,1597.76582338,
4159026221109520000,paddy,경기도 화성시 남양읍 남양리,답,논,1363.69963753,
4159026222108910010,paddy,경기도 화성시 남양읍 신남리,답,밭,294.571306461,2024-12-31
4159026222108850006,paddy,경기도 화성시 남양읍 신남리,답,밭,1927.22182836,2024-12-31
4159026222108770004,field,경기도 화성시 남양읍 신남리,전,비경지,12.1349680492,
4159026222108760005,field,경기도 화성시 남양읍 신남리,전,밭,1849.45436796,2024-12-31
4159026222108750000,paddy,경기도 화성시 남양읍 신남리,답,밭,3112.25496381,2024-12-31
4159026222108800001,field,경기도 화성시 남양읍 신남리,전,시설,44.6813441774,
4159026222108870000,paddy,경기도 화성시 남양읍 신남리,답,시설,1256.50607917,
4159026222108880000,paddy,경기도 화성시 남양읍 신남리,답,밭,194.052019409,2022-12-30
4159026222114790000,paddy,경기도 화성시 남양읍 신남리,천,밭,506.401536675,
4159026222108900003,field,경기도 화성시 남양읍 신남리,전,시설,96.1761505396,2021-12-30
4159026222108850008,field,경기도 화성시 남양읍 신남리,전,밭,2348.98347918,
4159026222108850002,paddy,경기도 화성시 남양읍 신남리,답,밭,209.482956448,
4159026222108820015,field,경기도 화성시 남양읍 신남리,전,밭,295.762736107,
4159026222108790001,paddy,경기도 화성시 남양읍 신남리,답,밭,80.5730006716,2021-12-30
4159026222108770000,paddy,경기도 화성시 남양읍 신남리,답,밭,111.07783734,
4159026222108760002,field,경기도 화성시 남양읍 신남리,전,밭,640.085069499,
4159026222109170001,field,경기도 화성시 남양읍 신남리,전,밭,890.182647208,
4159026222109160001,field,경기도 화성시 남양읍 신남리,전,밭,1145.84898409,
4159026221109480006,paddy,경기도 화성시 남양읍 남양리,답,논,4888.05710391,2024-12-31
4159026221109480003,field,경기도 화성시 남양읍 남양리,전,논,1085.42090845,2024-12-31
4159026221109440009,field,경기도 화성시 남양읍 남양리,전,밭,203.618326474,2024-12-31
4159026221109480007,paddy,경기도 화성시 남양읍 남양리,답,논,2524.18694668,2024-12-31
4159026221109490000,paddy,경기도 화성시 남양읍 남양리,답,밭,2639.77251258,2024-12-31
4159026221109500000,field,경기도 화성시 남양읍 남양리,전,밭,783.436408813,2024-12-31
4159026221109480001,paddy,경기도 화성시 남양읍 남양리,답,논,5667.92068954,2024-12-31
4159026221109570008,field,경기도 화성시 남양읍 남양리,전,시설,174.816855929,
4159026222108590000,field,경기도 화성시 남양읍 신남리,전,논,3471.31994509,2024-12-31
4159026222108730001,field,경기도 화성시 남양읍 신남리,전,밭,1412.60244795,2024-12-31
4159026222108660000,paddy,경기도 화성시 남양읍 신남리,답,밭,960.355937969,2024-12-31
4159026222108580006,field,경기도 화성시 남양읍 신남리,전,밭,154.554420863,2022-12-30
4159026222108770005,field,경기도 화성시 남양읍 신남리,전,논,1999.58641075,
4159026222108770003,field,경기도 화성시 남양읍 신남리,전,시설,38.2027336263,
4159026222108720002,paddy,경기도 화성시 남양읍 신남리,답,밭,374.767294311,
4159026222108720001,paddy,경기도 화성시 남양읍 신남리,답,논,1719.97105661,
4159026222108710002,paddy,경기도 화성시 남양읍 신남리,답,밭,381.547075056,
4159026222108710000,paddy,경기도 화성시 남양읍 신남리,답,논,386.528156049,
4159026222108610006,paddy,경기도 화성시 남양읍 신남리,답,밭,882.63929484,
4159026222108550004,field,경기도 화성시 남양읍 신남리,전,밭,174.939411197,2021-12-30
4159026222106340001,field,경기도 화성시 남양읍 신남리,전,밭,29.7610493608,
4159026222106320000,field,경기도 화성시 남양읍 신남리,전,밭,339.518783569,
4159026222106260000,field,경기도 화성시 남양읍 신남리,전,밭,661.01036025,2021-12-30
4159026222106240001,field,경기도 화성시 남양읍 신남리,전,밭,675.910484571,
4159026222106240000,field,경기도 화성시 남양읍 신남리,전,밭,648.861593425,
4159026222106230000,field,경기도 화성시 남양읍 신남리,전,밭,2170.50827017,
4159026222106220000,field,경기도 화성시 남양읍 신남리,전,밭,1224.31106807,2021-12-30
4159026222106180000,field,경기도 화성시 남양읍 신남리,전,밭,3158.51618136,
4159026222106160000,field,경기도 화성시 남양읍 신남리,전,밭,886.917791812,
4159026222106080000,field,경기도 화성시 남양읍 신남리,전,밭,755.773440167,
4159026222106070003,field,경기도 화성시 남양읍 신남리,전,밭,877.165396024,
4159026222106070000,field,경기도 화성시 남양읍 신남리,전,밭,428.921874278,
4159026222108440027,field,경기도 화성시 남양읍 신남리,전,밭,1338.36639903,2024-12-31
4159026222108570000,field,경기도 화성시 남양읍 신남리,전,시설,46.8976663603,
4159026222108550003,field,경기도 화성시 남양읍 신남리,전,밭,378.295041276,
4159026222108540000,paddy,경기도 화성시 남양읍 신남리,답,논,1619.23530425,
4159026222108520000,paddy,경기도 화성시 남양읍 신남리,답,논,569.045257563,
4159026222108440003,field,경기도 화성시 남양읍 신남리,전,밭,1485.60430258,
4159026222105670002,field,경기도 화성시 남양읍 신남리,장,밭,1691.3055314,2024-12-31
4159026222106100002,paddy,경기도 화성시 남양읍 신남리,답,시설,422.157638437,
4159026222106090000,field,경기도 화성시 남양읍 신남리,전,밭,1072.70675568,
4159026222102280005,field,경기도 화성시 남양읍 신남리,전,밭,2308.38749657,2024-12-31
4159026222102230001,paddy,경기도 화성시 남양읍 신남리,답,논,1482.22126622,2024-12-31
4159026222101440000,paddy,경기도 화성시 남양읍 신남리,답,과수,1979.38152412,2024-12-31
4159026222101410000,paddy,경기도 화성시 남양읍 신남리,답,밭,3090.34373929,2024-12-31
4159026222101400001,field,경기도 화성시 남양읍 신남리,전,밭,1272.71009001,2024-12-31
4159026222101380003,field,경기도 화성시 남양읍 신남리,전,시설,106.612947592,
4159026222100630000,field,경기도 화성시 남양읍 신남리,전,밭,780.623604941,2024-12-31
4159026222100540001,field,경기도 화성시 남양읍 신남리,전,밭,87.2444990443,2024-12-31
4159026222100970001,paddy,경기도 화성시 남양읍 신남리,답,밭,171.384180198,2024-12-31
4159026222101490000,paddy,경기도 화성시 남양읍 신남리,답,과수,2916.37479461,2024-12-31
4159026222100530002,field,경기도 화성시 남양읍 신남리,대,밭,108.560885064,2024-12-31
4159026222102670000,field,경기도 화성시 남양읍 신남리,전,밭,731.675795291,2022-12-30
4159026222102490000,field,경기도 화성시 남양읍 신남리,전,과수,1566.33495325,2022-12-30
4159026222101470001,field,경기도 화성시 남양읍 신남리,전,시설,67.1328647087,
4159026222101040003,paddy,경기도 화성시 남양읍 신남리,답,밭,527.915759746,
4159026222102770000,field,경기도 화성시 남양읍 신남리,전,밭,914.253743817,
4159026222102740001,field,경기도 화성시 남양읍 신남리,전,시설,64.5342897815,
4159026222102280010,field,경기도 화성시 남양읍 신남리,전,밭,1635.55891734,
4159026222102230002,paddy,경기도 화성시 남양읍 신남리,답,논,1372.66010137,
