pnu,landuse,stdg_addr,ldcg_cd,fl_nm,fl_ar,updt_ymd
4159026223103780000,paddy,경기도 화성시 남양읍 장덕리,답,논,420.600474348,
4159026223103770000,field,경기도 화성시 남양읍 장덕리,전,밭,149.175975836,
4159026223103750000,field,경기도 화성시 남양읍 장덕리,전,과수,540.254069811,
4159026223103690000,field,경기도 화성시 남양읍 장덕리,전,밭,835.815856291,
4159026223103650002,field,경기도 화성시 남양읍 장덕리,전,밭,324.5559989,
4159026223103640000,paddy,경기도 화성시 남양읍 장덕리,답,논,198.469132021,
4159026223103630000,paddy,경기도 화성시 남양읍 장덕리,답,밭,626.896822082,2021-12-30
4159026223103620000,field,경기도 화성시 남양읍 장덕리,전,논,913.25901244,
4159026223103600002,field,경기도 화성시 남양읍 장덕리,전,시설,117.165326809,
4159026223103580000,field,경기도 화성시 남양읍 장덕리,전,시설,79.0139793222,
4159026223103550000,field,경기도 화성시 남양읍 장덕리,전,논,1390.01673162,
4159026223103540000,field,경기도 화성시 남양읍 장덕리,전,밭,2811.71156846,
4159026223103500000,field,경기도 화성시 남양읍 장덕리,대,밭,176.480073471,
4159026223103450000,field,경기도 화성시 남양읍 장덕리,전,밭,858.047796794,
4159026223103440000,field,경기도 화성시 남양읍 장덕리,전,밭,78.1291337406,
4159026223103370002,field,경기도 화성시 남양읍 장덕리,전,밭,388.160762946,
4159026223103330002,field,경기도 화성시 남양읍 장덕리,전,밭,183.882089112,
4159026223103320001,paddy,경기도 화성시 남양읍 장덕리,답,밭,450.995377011,
4159026223103310002,paddy,경기도 화성시 남양읍 장덕리,답,논,789.602526872,
4159026223103310001,paddy,경기도 화성시 남양읍 장덕리,답,논,712.373252687,
4159026223103180000,field,경기도 화성시 남양읍 장덕리,전,밭,995.061256539,2021-12-30
4159026223102760000,field,경기도 화성시 남양읍 장덕리,전,밭,99.2838071681,
4159026223102520000,paddy,경기도 화성시 남양읍 장덕리,답,논,163.549205109,
4159026223102510000,paddy,경기도 화성시 남양읍 장덕리,답,논,1238.95386289,
4159026223102420002,field,경기도 화성시 남양읍 장덕리,전,밭,1042.45113202,2024-12-31
4159026223102410000,field,경기도 화성시 남양읍 장덕리,전,밭,1258.66892653,2024-12-31
4159026223102400000,field,경기도 화성시 남양읍 장덕리,전,밭,2111.69188459,
4159026223106130026,paddy,경기도 화성시 남양읍 장덕리,답,밭,1298.58368089,2024-12-31
4159026223106230001,paddy,경기도 화성시 남양읍 장덕리,답,밭,1161.56493181,2024-12-31
4159026223105480000,field,경기도 화성시 남양읍 장덕리,전,밭,1467.51591672,2024-12-31
4159026223105280001,paddy,경기도 화성시 남양읍 장덕리,답,시설,85.071608627,
4159026223105270000,paddy,경기도 화성시 남양읍 장덕리,답,과수,1834.05086437,2024-12-31
4159026223105210000,paddy,경기도 화성시 남양읍 장덕리,답,밭,1142.59304129,2024-12-31
4159026223106130036,paddy,경기도 화성시 남양읍 장덕리,답,밭,988.239783727,2024-12-31
4159026223106180000,paddy,경기도 화성시 남양읍 장덕리,답,논,5893.74275947,2024-12-31
4159026223105080000,paddy,경기도 화성시 남양읍 장덕리,답,논,905.721334705,2024-12-31
4159026223106190000,paddy,경기도 화성시 남양읍 장덕리,답,논,1117.67365883,2022-12-30
4159026223106140000,paddy,경기도 화성시 남양읍 장덕리,답,논,2511.50468201,2022-12-30
4159026223105660000,paddy,경기도 화성시 남양읍 장덕리,답,논,852.993722612,2022-12-30
4159026223105650000,paddy,경기도 화성시 남양읍 장덕리,답,논,1748.71300315,2022-12-30
4159026223105640000,paddy,경기도 화성시 남양읍 장덕리,답,논,732.978110326,2022-12-30
4159026223105630000,paddy,경기도 화성시 남양읍 장덕리,답,논,1708.2049512,2022-12-30
4159026223106220000,paddy,경기도 화성시 남양읍 장덕리,답,논,455.474431092,
4159026223106210001,paddy,경기도 화성시 남양읍 장덕리,답,논,2973.89462604,
4159026223106130009,field,경기도 화성시 남양읍 장덕리,전,논,1803.60674815,
4159026223106130003,paddy,경기도 화성시 남양읍 장덕리,답,논,2577.83231893,
4159026223106130000,paddy,경기도 화성시 남양읍 장덕리,답,논,1493.23602971,
4159026223106120000,paddy,경기도 화성시 남양읍 장덕리,답,논,3094.89089099,
4159026223106110000,paddy,경기도 화성시 남양읍 장덕리,답,논,677.003211689,
4159026223106040000,paddy,경기도 화성시 남양읍 장덕리,답,논,964.587550357,
4159026223105620000,paddy,경기도 화성시 남양읍 장덕리,답,논,998.668231796,
4159026223105600000,paddy,경기도 화성시 남양읍 장덕리,답,논,902.527230437,
4159026223105590000,paddy,경기도 화성시 남양읍 장덕리,답,논,825.733849081,2021-12-30
4159026223105290000,paddy,경기도 화성시 남양읍 장덕리,답,논,3660.17168089,
4159026223105160004,paddy,경기도 화성시 남양읍 장덕리,답,밭,374.764273296,2021-12-30
4159026223105140000,paddy,경기도 화성시 남양읍 장덕리,답,논,953.247204061,
4159026223105100000,paddy,경기도 화성시 남양읍 장덕리,답,논,221.978864434,
4159026223105090000,paddy,경기도 화성시 남양읍 장덕리,답,논,5005.43147123,
4159026223105070000,paddy,경기도 화성시 남양읍 장덕리,답,논,769.500307451,
4159026223105030003,paddy,경기도 화성시 남양읍 장덕리,답,논,625.759655188,
4159026223102110007,paddy,경기도 화성시 남양읍 장덕리,답,논,1021.70035776,2024-12-31
4159026223103110001,paddy,경기도 화성시 남양읍 장덕리,답,논,8491.59685465,2024-12-31
4159026223103110017,paddy,경기도 화성시 남양읍 장덕리,답,논,2735.17500018,2024-12-31
4159026223103080000,field,경기도 화성시 남양읍 장덕리,전,밭,326.961553395,2024-12-31
4159026223103020000,field,경기도 화성시 남양읍 장덕리,전,밭,424.279163161,2024-12-31
4159026223102990000,field,경기도 화성시 남양읍 장덕리,전,밭,467.846635865,2024-12-31
4159026223102360003,paddy,경기도 화성시 남양읍 장덕리,답,밭,497.148904645,2024-12-31
4159026223102320000,field,경기도 화성시 남양읍 장덕리,전,밭,601.626778233,2024-12-31
4159026223102190000,paddy,경기도 화성시 남양읍 장덕리,답,논,1299.02880208,2024-12-31
4159026223102130002,paddy,경기도 화성시 남양읍 장덕리,답,논,5752.66975661,2024-12-31
4159026223102110005,paddy,경기도 화성시 남양읍 장덕리,답,밭,2255.27227487,2024-12-31
4159026223102130001,paddy,경기도 화성시 남양읍 장덕리,답,논,1629.86638939,2024-12-31
4159026223102290000,paddy,경기도 화성시 남양읍 장덕리,답,논,1987.29126283,2024-12-31
4159026223102170000,paddy,경기도 화성시 남양읍 장덕리,답,논,1690.96536442,2024-12-31
4159026223102270000,paddy,경기도 화성시 남양읍 장덕리,답,논,471.915108876,2024-12-31
4159026223102260000,paddy,경기도 화성시 남양읍 장덕리,답,논,916.120573887,2024-12-31
4159026223102240000,paddy,경기도 화성시 남양읍 장덕리,답,논,2804.31057115,2024-12-31
4159026223102110002,paddy,경기도 화성시 남양읍 장덕리,답,논,1390.19796964,2024-12-31
4159026223102110008,paddy,경기도 화성시 남양읍 장덕리,답,논,7033.67749331,2024-12-31
4159026223102080003,paddy,경기도 화성시 남양읍 장덕리,답,논,2234.08016206,2024-12-31
4159026223103170000,field,경기도 화성시 남양읍 장덕리,전,논,3228.21665938,2024-12-31
4159026223102980000,paddy,경기도 화성시 남양읍 장덕리,답,논,1501.4543742,2024-12-31
4159026223102970000,paddy,경기도 화성시 남양읍 장덕리,답,논,1095.98648229,2024-12-31
4159026223103160003,paddy,경기도 화성시 남양읍 장덕리,답,밭,926.269805586,2024-12-31
4159026223103160006,paddy,경기도 화성시 남양읍 장덕리,답,논,566.856282301,2024-12-31
4159026223103160002,paddy,경기도 화성시 남양읍 장덕리,답,논,2191.44317121,2024-12-31
4159026223103160005,paddy,경기도 화성시 남양읍 장덕리,답,논,659.349713426,2024-12-31
4159026223103160001,paddy,경기도 화성시 남양읍 장덕리,답,논,1272.57877329,2024-12-31
4159026223103160004,paddy,경기도 화성시 남양읍 장덕리,답,밭,661.296851326,2024-12-31
4159026223103110000,paddy,경기도 화성시 남양읍 장덕리,답,논,1549.42186495,2024-12-31
4159026223103100000,paddy,경기도 화성시 남양읍 장덕리,답,논,722.200070854,2024-12-31
4159026223103140000,paddy,경기도 화성시 남양읍 장덕리,답,논,1112.06226041,2024-12-31
4159026223103110010,paddy,경기도 화성시 남양읍 장덕리,답,논,1022.56254934,2024-12-31
4159026223103150000,paddy,경기도 화성시 남양읍 장덕리,답,논,1593.08985037,2024-12-31
4159026223103090000,paddy,경기도 화성시 남양읍 장덕리,답,논,403.912877874,2024-12-31
4159026223102640000,field,경기도 화성시 남양읍 장덕리,전,논,1143.6554002,2022-12-30
4159026223102670002,field,경기도 화성시 남양읍 장덕리,전,밭,263.411041529,
4159026223102940000,field,경기도 화성시 남양읍 장덕리,전,밭,257.36396517,
4159026223102670003,field,경기도 화성시 남양읍 장덕리,전,밭,309.948923035,
4159026223102660000,field,경기도 화성시 남양읍 장덕리,전,밭,2905.68100199,2021-12-30
4159026223102650000,field,경기도 화성시 남양읍 장덕리,전,논,1705.78731918,
4159026223102610000,field,경기도 화성시 남양읍 장덕리,전,밭,544.963967544,
4159026223102580002,field,경기도 화성시 남양읍 장덕리,전,밭,636.098220798,
4159026223102570000,field,경기도 화성시 남양읍 장덕리,전,밭,345.783849579,
4159026223102530000,field,경기도 화성시 남양읍 장덕리,전,밭,338.83826538,
4159026223102110000,paddy,경기도 화성시 남양읍 장덕리,답,논,270.423568575,
4159026223102390000,field,경기도 화성시 남양읍 장덕리,전,밭,1603.62937391,
4159026223102370002,field,경기도 화성시 남양읍 장덕리,전,밭,856.205231283,2021-12-30
4159026223102360001,field,경기도 화성시 남양읍 장덕리,전,밭,401.175299681,
4159026223102300002,field,경기도 화성시 남양읍 장덕리,전,시설,63.6091306424,
4159026223102210000,paddy,경기도 화성시 남양읍 장덕리,답,논,1116.42777761,
4159026223102120001,paddy,경기도 화성시 남양읍 장덕리,답,논,1789.43778051,
4159026223102100000,paddy,경기도 화성시 남양읍 장덕리,답,논,1089.6043839,
4159026223102080002,paddy,경기도 화성시 남양읍 장덕리,답,논,1163.31650259,
4159026223102080001,paddy,경기도 화성시 남양읍 장덕리,답,논,2040.88931135,
4159026223102070000,paddy,경기도 화성시 남양읍 장덕리,답,논,2080.787884,
4159026223102060000,field,경기도 화성시 남양읍 장덕리,전,밭,331.905151591,
4159026223101980000,paddy,경기도 화성시 남양읍 장덕리,답,논,852.695330882,2024-12-31
4159026223101770000,paddy,경기도 화성시 남양읍 장덕리,답,논,352.209757546,2024-12-31
4159026223101740012,paddy,경기도 화성시 남양읍 장덕리,답,논,4242.6999361,
4159026223101610000,paddy,경기도 화성시 남양읍 장덕리,답,밭,1363.18837153,2024-12-31
4159026223101470001,field,경기도 화성시 남양읍 장덕리,전,밭,372.08026814,2024-12-31
4159026223101060001,field,경기도 화성시 남양읍 장덕리,전,밭,1605.90335563,2024-12-31
4159026223100710002,paddy,경기도 화성시 남양읍 장덕리,답,밭,2082.91250193,2024-12-31
4159026223100230000,paddy,경기도 화성시 남양읍 장덕리,답,논,2539.10225335,2024-12-31
4159026223100120004,paddy,경기도 화성시 남양읍 장덕리,답,논,1591.10649843,2024-12-31
4159026223101450001,field,경기도 화성시 남양읍 장덕리,전,밭,1775.98547194,
4159026223101510000,field,경기도 화성시 남양읍 장덕리,전,밭,74.8629208155,2024-12-31
4159026223100010002,paddy,경기도 화성시 남양읍 장덕리,답,밭,4829.19819722,2024-12-31
4159026223110790006,paddy,경기도 화성시 남양읍 장덕리,천,논,3062.33188845,2024-12-31
4159026223101940000,paddy,경기도 화성시 남양읍 장덕리,답,논,1981.68195677,2024-12-31
4159026223101870000,paddy,경기도 화성시 남양읍 장덕리,답,논,932.572424622,2024-12-31
4159026223101800000,paddy,경기도 화성시 남양읍 장덕리,답,논,1924.96736958,2024-12-31
4159026223101280000,paddy,경기도 화성시 남양읍 장덕리,답,밭,530.088723626,2024-12-31
4159026223101230000,field,경기도 화성시 남양읍 장덕리,전,밭,566.507579732,2022-12-30
4159026223100430000,paddy,경기도 화성시 남양읍 장덕리,답,밭,3335.16422413,2024-12-31
4159026223100420000,paddy,경기도 화성시 남양읍 장덕리,답,논,1456.06509279,2024-12-31
4159026223100410000,paddy,경기도 화성시 남양읍 장덕리,답,밭,1579.42092178,2024-12-31
4159026223100390000,paddy,경기도 화성시 남양읍 장덕리,답,밭,3315.85195561,2024-12-31
4159026223100250001,paddy,경기도 화성시 남양읍 장덕리,답,밭,1391.61527952,2024-12-31
4159026223100170000,paddy,경기도 화성시 남양읍 장덕리,답,시설,533.276108488,2022-12-30
4159026223100130001,paddy,경기도 화성시 남양읍 장덕리,답,논,781.119006063,2024-12-31
4159026223100060000,field,경기도 화성시 남양읍 장덕리,전,밭,1134.06300371,2024-12-31
4159026223100040002,paddy,경기도 화성시 남양읍 장덕리,답,밭,1633.12815675,2024-12-31
4159026223101460001,field,경기도 화성시 남양읍 장덕리,전,밭,449.471091294,2024-12-31
4159026223101740005,paddy,경기도 화성시 남양읍 장덕리,답,논,4306.79316346,2024-12-31
4159026223101890000,paddy,경기도 화성시 남양읍 장덕리,답,논,2235.0257714,2024-12-31
4159026223109720000,paddy,경기도 화성시 남양읍 장덕리,천,논,432.975588426,2024-12-31
4159026223101930000,paddy,경기도 화성시 남양읍 장덕리,답,밭,1947.06499147,2024-12-31
4159026223101890001,field,경기도 화성시 남양읍 장덕리,전,밭,759.909823956,2024-12-31
4159026223100130006,paddy,경기도 화성시 남양읍 장덕리,답,밭,505.634605847,2024-12-31
4159026223101720004,paddy,경기도 화성시 남양읍 장덕리,답,논,2689.2023309,2024-12-31
4159026223101740004,paddy,경기도 화성시 남양읍 장덕리,답,논,2970.00258713,2024-12-31
4159026223100700002,field,경기도 화성시 남양읍 장덕리,전,밭,348.885098816,2024-12-31
4159026223101080000,paddy,경기도 화성시 남양읍 장덕리,답,밭,1176.44407627,2024-12-31
4159026223100450000,paddy,경기도 화성시 남양읍 장덕리,답,밭,536.628414639,2024-12-31
4159026223100460000,paddy,경기도 화성시 남양읍 장덕리,답,밭,1061.88482921,2024-12-31
4159026223102000001,field,경기도 화성시 남양읍 장덕리,전,밭,578.179567143,2024-12-31
4159026223101560000,paddy,경기도 화성시 남양읍 장덕리,답,밭,1521.53579597,2022-12-30
4159026223101990000,paddy,경기도 화성시 남양읍 장덕리,답,논,1352.44079472,2022-12-30
4159026223101960000,paddy,경기도 화성시 남양읍 장덕리,답,논,557.593308728,2022-12-30
4159026223101950000,paddy,경기도 화성시 남양읍 장덕리,답,논,2236.16090698,2022-12-30
4159026223101920000,paddy,경기도 화성시 남양읍 장덕리,답,논,1800.55845104,2022-12-30
4159026223101860000,paddy,경기도 화성시 남양읍 장덕리,답,논,1464.26305057,2022-12-30
4159026223101760000,paddy,경기도 화성시 남양읍 장덕리,답,논,928.821713753,2022-12-30
4159026223101740010,paddy,경기도 화성시 남양읍 장덕리,답,시설,64.3196617315,
4159026223101720003,paddy,경기도 화성시 남양읍 장덕리,답,논,952.625855889,2022-12-30
4159026223101720000,paddy,경기도 화성시 남양읍 장덕리,답,논,541.375916886,2022-12-30
4159026223101810000,paddy,경기도 화성시 남양읍 장덕리,답,논,1990.66261184,2022-12-30
4159026223101680000,paddy,경기도 화성시 남양읍 장덕리,답,논,1723.9529682,2022-12-30
4159026223101660002,paddy,경기도 화성시 남양읍 장덕리,답,논,1730.66455522,2022-12-30
4159026223101660000,paddy,경기도 화성시 남양읍 장덕리,답,논,2733.36880596,2022-12-30
4159026223109680000,paddy,경기도 화성시 남양읍 장덕리,도,밭,330.610948724,2022-12-30
4159026223101590000,paddy,경기도 화성시 남양읍 장덕리,답,논,1531.82263337,2022-12-30
4159026223101520003,field,경기도 화성시 남양읍 장덕리,전,밭,452.826049191,2022-12-30
4159026223101490002,field,경기도 화성시 남양읍 장덕리,전,밭,875.752887198,2022-12-30
4159026223101380012,field,경기도 화성시 남양읍 장덕리,전,밭,85.7728709081,2022-12-30
4159026223101260000,paddy,경기도 화성시 남양읍 장덕리,답,밭,1103.10832127,2022-12-30
4159026223101210001,field,경기도 화성시 남양읍 장덕리,전,밭,546.849800244,2022-12-30
4159026223100780002,paddy,경기도 화성시 남양읍 장덕리,답,시설,84.638776569,
4159026223100550000,field,경기도 화성시 남양읍 장덕리,전,밭,985.063406454,2022-12-30
4159026223100490000,field,경기도 화성시 남양읍 장덕리,전,밭,1033.21638924,2022-12-30
4159026223100370000,paddy,경기도 화성시 남양읍 장덕리,답,논,2095.28978157,2022-12-30
4159026223100140000,paddy,경기도 화성시 남양읍 장덕리,답,논,1445.214658,2022-12-30
4159026223101540000,field,경기도 화성시 남양읍 장덕리,전,밭,94.0136752598,2021-12-30
4159026223101710000,paddy,경기도 화성시 남양읍 장덕리,답,논,774.433439865,2022-12-30
4159026223109670000,field,경기도 화성시 남양읍 장덕리,천,시설,169.180343145,
4159026223100200000,paddy,경기도 화성시 남양읍 장덕리,답,밭,297.852727274,
4159026223102110001,paddy,경기도 화성시 남양읍 장덕리,답,밭,2139.15549153,2021-12-30
4159026223102050000,paddy,경기도 화성시 남양읍 장덕리,답,논,571.68958544,
4159026223102040000,field,경기도 화성시 남양읍 장덕리,전,밭,1446.44490477,2021-12-30
4159026223102030000,field,경기도 화성시 남양읍 장덕리,전,밭,833.151744397,
4159026223102010000,field,경기도 화성시 남양읍 장덕리,전,밭,1841.07527543,
4159026223102000000,field,경기도 화성시 남양읍 장덕리,전,밭,1720.50145953,
4159026223101120000,paddy,경기도 화성시 남양읍 장덕리,답,논,772.869787316,
4159026223101840001,paddy,경기도 화성시 남양읍 장덕리,답,논,1370.10245426,
4159026223101750000,paddy,경기도 화성시 남양읍 장덕리,답,논,1202.06386806,
4159026223101660001,paddy,경기도 화성시 남양읍 장덕리,답,논,3444.57197197,2021-12-30
4159026223101580000,paddy,경기도 화성시 남양읍 장덕리,답,논,1670.50876535,
4159026223101550000,field,경기도 화성시 남양읍 장덕리,전,밭,1526.02263344,
4159026223101320000,field,경기도 화성시 남양읍 장덕리,전,논,1772.70766009,2021-12-30
4159026223101310000,paddy,경기도 화성시 남양읍 장덕리,답,논,1012.28067851,
4159026223101300000,paddy,경기도 화성시 남양읍 장덕리,답,논,982.797893078,
4159026223101290000,paddy,경기도 화성시 남양읍 장덕리,답,밭,1024.0996898,2021-12-30
4159026223101270000,paddy,경기도 화성시 남양읍 장덕리,답,밭,681.528689486,
4159026223101240000,paddy,경기도 화성시 남양읍 장덕리,답,논,1336.74873959,
4159026223101190002,field,경기도 화성시 남양읍 장덕리,전,밭,392.93180411,
4159026223101180000,field,경기도 화성시 남양읍 장덕리,전,밭,271.828156808,
4159026223101150000,field,경기도 화성시 남양읍 장덕리,전,밭,1019.51438144,
4159026223101140000,paddy,경기도 화성시 남양읍 장덕리,답,논,1455.96787846,
4159026223101110000,paddy,경기도 화성시 남양읍 장덕리,답,논,797.171698517,
4159026223101100000,paddy,경기도 화성시 남양읍 장덕리,답,논,522.455228948,
4159026223101050000,field,경기도 화성시 남양읍 장덕리,전,밭,680.615482512,
4159026223100800000,paddy,경기도 화성시 남양읍 장덕리,답,논,1165.95188331,
4159026223100730000,field,경기도 화성시 남양읍 장덕리,전,밭,129.375725948,2021-12-30
4159026223100720000,paddy,경기도 화성시 남양읍 장덕리,답,비경지,144.489269857,2021-12-30
4159026223100560001,field,경기도 화성시 남양읍 장덕리,전,밭,824.084657027,
4159026223100380000,paddy,경기도 화성시 남양읍 장덕리,답,논,1534.78383633,
4159026223100300000,field,경기도 화성시 남양읍 장덕리,전,밭,1385.74909757,
4159026223100220000,field,경기도 화성시 남양읍 장덕리,전,밭,813.198322299,
4159026223100210000,paddy,경기도 화성시 남양읍 장덕리,답,논,673.947081166,
4159026223100160000,paddy,경기도 화성시 남양읍 장덕리,답,논,1605.9537919,
4159026223100070004,paddy,경기도 화성시 남양읍 장덕리,답,밭,558.984298294,
4159026223100070003,paddy,경기도 화성시 남양읍 장덕리,답,논,1458.14288098,
4159026223100070002,paddy,경기도 화성시 남양읍 장덕리,답,논,1724.90243674,
4159026223100040001,field,경기도 화성시 남양읍 장덕리,전,밭,1040.04315437,
4159026223100040000,field,경기도 화성시 남양읍 장덕리,전,밭,1821.47112017,
4159026224105830000,paddy,경기도 화성시 남양읍 안석리,답,밭,573.962101037,2024-12-31
4159026224105520011,paddy,경기도 화성시 남양읍 안석리,답,시설,122.307585319,2024-12-31
4159026224105500005,paddy,경기도 화성시 남양읍 안석리,답,밭,2517.72591211,2024-12-31
4159026224105480000,paddy,경기도 화성시 남양읍 안석리,답,논,3897.51700102,2024-12-31
4159026224106160000,paddy,경기도 화성시 남양읍 안석리,답,논,516.178117704,2024-12-31
4159026224105520000,field,경기도 화성시 남양읍 안석리,전,밭,2155.52311865,2024-12-31
4159026224107080012,field,경기도 화성시 남양읍 안석리,전,시설,49.6963090985,
4159026224107050000,paddy,경기도 화성시 남양읍 안석리,답,밭,1701.07106425,2024-12-31
4159026224106580000,paddy,경기도 화성시 남양읍 안석리,답,밭,4053.89423904,2024-12-31
4159026224106380000,paddy,경기도 화성시 남양읍 안석리,답,논,2311.72118485,2024-12-31
4159026224106170000,field,경기도 화성시 남양읍 안석리,전,밭,562.111421566,2024-12-31
4159026224106020000,paddy,경기도 화성시 남양읍 안석리,답,밭,14819.0707661,2024-12-31
4159026224105910000,paddy,경기도 화성시 남양읍 안석리,답,밭,4800.99163541,2024-12-31
4159026224105870000,paddy,경기도 화성시 남양읍 안석리,답,밭,4903.45209918,2024-12-31
4159026224105530003,field,경기도 화성시 남양읍 안석리,전,밭,442.939897365,2024-12-31
4159026224105520009,paddy,경기도 화성시 남양읍 안석리,답,논,3693.59401195,2024-12-31
4159026224105480008,paddy,경기도 화성시 남양읍 안석리,답,논,4518.00044619,2024-12-31
4159026224105480001,paddy,경기도 화성시 남양읍 안석리,답,논,2508.09272997,2024-12-31
4159026224100650031,paddy,경기도 화성시 남양읍 안석리,답,논,6627.96500793,2024-12-31
4159026224105230019,paddy,경기도 화성시 남양읍 안석리,답,비경지,69.068897596,
4159026224105520001,paddy,경기도 화성시 남양읍 안석리,답,비경지,10.7732989413,2024-12-31
4159026224105520019,paddy,경기도 화성시 남양읍 안석리,답,비경지,10.6376896874,2024-12-31
4159026224106590000,paddy,경기도 화성시 남양읍 안석리,답,밭,6858.17643312,2024-12-31
4159026224105840000,paddy,경기도 화성시 남양읍 안석리,답,시설,29.3563949485,2024-12-31
4159026224105520014,field,경기도 화성시 남양읍 안석리,전,시설,182.086663632,2024-12-31
4159026224105520016,paddy,경기도 화성시 남양읍 안석리,답,밭,695.031153106,2024-12-31
4159026224105520015,paddy,경기도 화성시 남양읍 안석리,답,밭,2330.62851252,2024-12-31
4159026224105520004,paddy,경기도 화성시 남양읍 안석리,답,밭,3472.42490173,2024-12-31
4159026224106120000,paddy,경기도 화성시 남양읍 안석리,답,논,15495.2841706,2024-12-31
4159026224100650025,paddy,경기도 화성시 남양읍 안석리,답,논,6763.40025673,2024-12-31
4159026224107080005,field,경기도 화성시 남양읍 안석리,전,밭,681.484171836,2022-12-30
4159026224106480000,paddy,경기도 화성시 남양읍 안석리,답,논,2728.03341916,2022-12-30
4159026224106420000,paddy,경기도 화성시 남양읍 안석리,답,논,3602.39994087,2022-12-30
4159026224107080007,field,경기도 화성시 남양읍 안석리,전,밭,425.116458624,2022-12-30
4159026224106830000,paddy,경기도 화성시 남양읍 안석리,답,논,3971.46927165,
4159026224106820000,paddy,경기도 화성시 남양읍 안석리,답,논,4028.28818743,
4159026224106650000,paddy,경기도 화성시 남양읍 안석리,답,논,4007.89900179,
4159026224106640000,paddy,경기도 화성시 남양읍 안석리,답,논,4016.55337927,
4159026224106220001,paddy,경기도 화성시 남양읍 안석리,답,논,4172.64909215,
4159026224105950000,paddy,경기도 화성시 남양읍 안석리,답,논,3983.45978385,
4159026224106850000,paddy,경기도 화성시 남양읍 안석리,답,논,3912.2157357,
4159026224106980000,paddy,경기도 화성시 남양읍 안석리,답,논,4099.67231486,
4159026224106840000,paddy,경기도 화성시 남양읍 안석리,답,논,4029.77031861,
4159026224107080011,paddy,경기도 화성시 남양읍 안석리,답,밭,278.787130666,
4159026224107130000,paddy,경기도 화성시 남양읍 안석리,답,논,3155.15796888,
4159026224107110000,paddy,경기도 화성시 남양읍 안석리,답,논,3137.75948103,
4159026224107100000,paddy,경기도 화성시 남양읍 안석리,답,논,3953.70397256,
4159026224107090000,paddy,경기도 화성시 남양읍 안석리,답,논,3868.06203369,
4159026224107080021,paddy,경기도 화성시 남양읍 안석리,답,밭,2337.11952614,
4159026224107080019,paddy,경기도 화성시 남양읍 안석리,답,논,567.478992602,
4159026224107080016,field,경기도 화성시 남양읍 안석리,전,밭,594.907939801,
4159026224107080013,field,경기도 화성시 남양읍 안석리,전,밭,620.67412469,
4159026224107080000,paddy,경기도 화성시 남양읍 안석리,답,논,2382.53164314,
4159026224107070000,paddy,경기도 화성시 남양읍 안석리,답,논,1573.33093982,
4159026224107060000,field,경기도 화성시 남양읍 안석리,전,과수,2720.05106618,
4159026224107030000,paddy,경기도 화성시 남양읍 안석리,답,논,3082.84014806,
4159026224107020000,paddy,경기도 화성시 남양읍 안석리,답,논,4020.22729692,
4159026224107010000,paddy,경기도 화성시 남양읍 안석리,답,논,4037.21320035,
4159026224107000000,paddy,경기도 화성시 남양읍 안석리,답,논,3946.75280003,
4159026224106990000,paddy,경기도 화성시 남양읍 안석리,답,논,3937.67477174,
4159026224106970000,paddy,경기도 화성시 남양읍 안석리,답,논,3925.52702323,
4159026224106960000,paddy,경기도 화성시 남양읍 안석리,답,논,5232.15911882,
4159026224106920000,paddy,경기도 화성시 남양읍 안석리,답,논,12332.7510852,
4159026224106910000,paddy,경기도 화성시 남양읍 안석리,답,논,3992.96630382,
4159026224106900000,paddy,경기도 화성시 남양읍 안석리,답,논,4118.77966549,
4159026224106890000,paddy,경기도 화성시 남양읍 안석리,답,논,4016.1094007,
4159026224106880000,paddy,경기도 화성시 남양읍 안석리,답,논,4025.46983629,
4159026224106870000,paddy,경기도 화성시 남양읍 안석리,답,논,3095.54621233,
4159026224106810000,paddy,경기도 화성시 남양읍 안석리,답,논,3995.21142926,
4159026224106800000,paddy,경기도 화성시 남양읍 안석리,답,논,4114.35972894,
4159026224106790000,paddy,경기도 화성시 남양읍 안석리,답,논,4024.46812688,
4159026224106780000,paddy,경기도 화성시 남양읍 안석리,답,논,4479.00702453,
4159026224106720000,paddy,경기도 화성시 남양읍 안석리,답,논,3914.55400116,
4159026224106700000,paddy,경기도 화성시 남양읍 안석리,답,논,3967.30879057,
4159026224106690000,paddy,경기도 화성시 남양읍 안석리,답,논,3911.68562486,
4159026224106680000,paddy,경기도 화성시 남양읍 안석리,답,논,4043.52576465,
4159026224106670000,paddy,경기도 화성시 남양읍 안석리,답,논,3403.75175351,2021-12-30
4159026224106660000,paddy,경기도 화성시 남양읍 안석리,답,논,4327.83446206,
4159026224106630000,paddy,경기도 화성시 남양읍 안석리,답,논,3871.85877059,2021-12-30
4159026224106600000,paddy,경기도 화성시 남양읍 안석리,답,논,1764.91479635,
4159026224106550000,paddy,경기도 화성시 남양읍 안석리,답,논,3810.52828611,
4159026224106540000,paddy,경기도 화성시 남양읍 안석리,답,논,3984.94957831,
4159026224106530000,paddy,경기도 화성시 남양읍 안석리,답,논,1291.15411668,
4159026224106520000,paddy,경기도 화성시 남양읍 안석리,답,논,2667.71021481,
4159026224106510000,paddy,경기도 화성시 남양읍 안석리,답,논,3710.93246169,
4159026224106500000,paddy,경기도 화성시 남양읍 안석리,답,밭,6848.76704247,
4159026224106470000,paddy,경기도 화성시 남양읍 안석리,답,논,5747.67986021,
